Text,Text_ok,Sentiment_Polarity,Sentiments
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,embarking mission find best burger joint town burger connoisseur reporting duty,1.0,Tích cực
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,practicing standup comedy routine upcoming talent show comedy gig making,0.0,Trung lập
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,accidentally sent love letter wrong person love note fail maximum embarrassment,0.0,Trung lập
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,attempting impress teacher elaborate science experiment science geek mode activated,0.5,Tích cực
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,crafting intricate friendship bracelets whole squad friendship level expert weaver,0.2,Tích cực
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,attempting beat record consecutive cartwheels cartwheel challenge underway,0.0,Trung lập
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,organizing movie marathon friends popcorn cinematic adventures await,0.0,Trung lập
Experimenting with a new hair color. A bold change for a bold semester! ,experimenting new hair color bold change bold semester,0.2676767676767677,Tích cực
Building a time capsule to capture memories for the future. Time-traveling emotions! ,building time capsule capture memories future timetraveling emotions,0.0,Trung lập
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,accidentally walked wrong classroom first day classroom mixup awkward start,-0.2833333333333333,Tiêu cực
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,trying new smoothie recipe healthy start week smoothie enthusiast level,0.3181818181818182,Tích cực
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,reflecting challenges school year feeling bit overwhelmed assignments,0.0,Trung lập
Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,encountered meanspirited comments online dealing online hate never easy,-0.5083333333333333,Tiêu cực
Had a bad day at school. Everything seems to be going wrong. ,bad day school everything seems going wrong,-0.5999999999999999,Tiêu cực
Feeling down after not making the sports team. Disappointment lingers. ,feeling making sports team disappointment lingers,-0.6,Tiêu cực
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,witnessed heated argument cafeteria unpleasant atmosphere lunch,-0.6499999999999999,Tiêu cực
Received a not-so-great grade on a major project. Academic frustration setting in. ,received notsogreat grade major project academic frustration setting,0.03125,Trung lập
Dealing with a personal setback. Sometimes life throws unexpected challenges. ,dealing personal setback sometimes life throws unexpected challenges,0.05,Trung lập
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,feeling lonely saturday night sometimes solitude hits harder expected,-0.09999999999999999,Trung lập
Experiencing cyberbullying. Hateful messages online are disheartening. ,experiencing cyberbullying hateful messages online disheartening,0.0,Trung lập
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,caught torrential rainstorm without umbrella todays weather bad luck,-0.6999999999999998,Tiêu cực
Missing an important event due to unforeseen circumstances. A day filled with sadness. ,missing important event due unforeseen circumstances day filled sadness,0.11875000000000001,Tích cực
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,dealing unfounded rumors circulating personal life rumors hurtful,0.0,Trung lập
Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,got flat tire way important meeting talk series bad events,-0.10833333333333328,Tiêu cực
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,feeling sense emptiness close friend moves away farewells always sad,-0.5,Tiêu cực
Facing rejection from a dream college. Disheartened but determined to explore other paths. ,facing rejection dream college disheartened determined explore paths,0.0,Trung lập
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,encountering online toxicity gaming session hateful comments ruin fun,0.3,Tích cực
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,bad hair day feeling selfconscious bad hair days affect confidence,-0.6999999999999998,Tiêu cực
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,feeling sense despair major project failure hard work didnt pay time,-0.18194444444444446,Tiêu cực
Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,experiencing hate comments expressing personal opinions online negativity prevails,-0.4,Tiêu cực
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,string bad luck constant technology malfunctions tech troubles galore,-0.3499999999999999,Tiêu cực
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,missing longanticipated event due unexpected circumstances day filled sadness,0.043750000000000004,Trung lập
Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,trying new study technique upcoming exams exploring different learning strategies,0.06818181818181818,Trung lập
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,organizing community cleanup event cleaner neighborhood promoting environmental awareness,0.0,Trung lập
Sharing favorite book recommendations with classmates. Building a mini book club. ,sharing favorite book recommendations classmates building mini book club,0.5,Tích cực
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,experimenting new recipe school bake sale baking adventures kitchen,0.13636363636363635,Tích cực
Collaborating on a school project with peers. Teamwork makes the dream work. ,collaborating school project peers teamwork makes dream work,0.0,Trung lập
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,attending school club meeting explore new interests dabbling extracurricular activities,0.13636363636363635,Tích cực
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,exploring new parttime job opportunity gaining work experience career development progress,0.13636363636363635,Tích cực
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,attending school assembly stay informed upcoming events announcements staying connected school activities,0.0,Trung lập
Exploring a new hobby of photography during free time. Capturing moments through a lens. ,exploring new hobby photography free time capturing moments lens,0.2681818181818182,Tích cực
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,participating science fair showcase unique experiment sharing knowledge peers,0.5375,Tích cực
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,attending workshop time management enhance organizational skills striving efficiency,0.0,Trung lập
Volunteering at a local charity event to give back to the community. Contributing to social causes. ,volunteering local charity event give back community contributing social causes,0.011111111111111112,Trung lập
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,collaborating group project promote teamwork shared responsibilities group effort action,0.1,Tích cực
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,participating debate club enhance critical thinking communication skills intellectual engagement progress,0.15,Tích cực
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,celebrating friends birthday surprise party joyful moments laughter around,0.0,Trung lập
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,successfully completing challenging coding project excitement overcoming coding hurdles,0.625,Tích cực
Attending a school talent show to support classmates. Applauding the diverse talents on display! ,attending school talent show support classmates applauding diverse talents display,0.0,Trung lập
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",exploring new hiking trail friends weekend nature laughter good vibes,0.41818181818181815,Tích cực
Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,winning friendly sports competition rival schools victory celebrations full swing,0.4083333333333334,Tích cực
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,receiving heartfelt letter pen pal another country connecting across globe,0.0,Trung lập
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,creating beautiful mural fellow art enthusiasts power collaboration creativity,0.85,Tích cực
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,participating schoolwide art exhibition witnessing creativity spreading positive vibes,0.22727272727272727,Tích cực
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,achieving personal best track field competition thrill victory selfimprovement,0.5,Tích cực
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,collaborating science project received recognition regional fair science triumphs smiles,0.7,Tích cực
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",attending surprise birthday party organized friends surrounded love laughter good company,0.6,Tích cực
Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,successfully fundraising school charity initiative joy giving back community,0.5166666666666667,Tích cực
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",participating multicultural festival celebrating diversity music dance delicious food,1.0,Tích cực
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",organizing virtual talent show challenging times bringing smiles classmates faces,0.5,Tích cực
